Geo_FIPS,fema_region_sovi_rank,us_sovi_rank
g21123,287.0,310.0
g21125,294.0,454.0
g21127,710.0,438.0
g21129,274.0,258.0
g21131,391.0,640.0
g21133,730.0,679.0
g21135,680.0,446.0
g21137,453.0,676.0
g21139,621.0,496.0
g21141,376.0,536.0
g21143,74.0,586.0
g21145,713.0,486.0
g21147,364.0,425.0
g21149,571.0,577.0
g21151,405.0,596.0
g21153,332.0,535.0
g21155,523.0,322.0
g21157,681.0,487.0
g21159,159.0,401.0
g21161,620.0,329.0
g21163,71.0,96.0
g21165,160.0,178.0
g21167,259.0,626.0
g21169,310.0,325.0
g21171,469.0,556.0
g21173,298.0,579.0
g21175,517.0,219.0
g21177,655.0,590.0
g21179,111.0,247.0
g21181,632.0,539.0
g21183,566.0,736.0
g21185,11.0,5.0
g21187,470.0,333.0
g21189,21.0,20.0
g21191,105.0,213.0
g21193,574.0,619.0
g21195,731.0,602.0
g21197,420.0,298.0
g21199,616.0,492.0
g21201,429.0,617.0
g21203,473.0,394.0
g21205,678.0,563.0
g21207,458.0,457.0
g21209,64.0,107.0
g21211,222.0,428.0
g21213,231.0,724.0
g21215,42.0,33.0
g21217,695.0,305.0
g21219,551.0,637.0
g21221,362.0,527.0
g21223,239.0,69.0
g21225,398.0,461.0
g21227,355.0,404.0
g21229,466.0,412.0
g21231,450.0,460.0
g21233,445.0,395.0
g21235,363.0,235.0
g21237,51.0,23.0
g21239,81.0,129.0
g22001,397.0,456.0
g22003,295.0,332.0
g22005,19.0,50.0
g22007,53.0,204.0
g22009,267.0,182.0
g22011,99.0,148.0
g22013,337.0,119.0
g22015,137.0,269.0
g22017,401.0,272.0
g22019,219.0,364.0
g22021,183.0,369.0
g22023,16.0,46.0
g22025,122.0,314.0
g22027,259.0,437.0
g22029,380.0,155.0
g22031,299.0,310.0
g22033,211.0,330.0
g22035,145.0,47.0
g22037,169.0,390.0
g22039,499.0,342.0
g22041,361.0,180.0
g22043,92.0,141.0
g22045,170.0,460.0
g22047,63.0,243.0
g22049,433.0,464.0
g22051,483.0,490.0
g22053,231.0,375.0
g22055,103.0,191.0
g22057,134.0,263.0
g22059,143.0,202.0
g22061,379.0,425.0
g22063,37.0,68.0
g22065,446.0,237.0
g22067,251.0,106.0
g22069,426.0,293.0
g22071,469.0,250.0
g22073,375.0,432.0
g22075,21.0,72.0
g22077,189.0,415.0
g22079,493.0,337.0
g22081,235.0,406.0
g22083,471.0,304.0
g22085,155.0,454.0
g22087,180.0,238.0
g22089,39.0,98.0
g22091,354.0,264.0
g22093,105.0,382.0
g22095,128.0,373.0
g22097,436.0,279.0
g22099,140.0,391.0
g22101,234.0,474.0
g22103,44.0,104.0
g22105,187.0,361.0
g22107,220.0,49.0
g22109,86.0,205.0
g22111,258.0,482.0
g22113,157.0,274.0
g22115,158.0,174.0
g22117,331.0,212.0
g22119,408.0,346.0
g22121,76.0,223.0
g22123,333.0,265.0
g22125,6.0,12.0
g22127,294.0,491.0
g23001,66.0,60.0
g23003,4.0,24.0
g23005,26.0,33.0
g23007,49.0,29.0
g23009,57.0,58.0
g23011,48.0,63.0
g23013,63.0,56.0
g23015,39.0,64.0
g23017,36.0,48.0
g23019,61.0,59.0
g23021,11.0,26.0
g23023,37.0,40.0
g23025,22.0,57.0
g23027,58.0,62.0
g23029,2.0,17.0
g23031,30.0,41.0
g24001,142.0,149.0
g24003,42.0,26.0
g24005,96.0,115.0
g24009,27.0,19.0
g24011,278.0,203.0
g24013,32.0,34.0
g24015,95.0,66.0
g24017,39.0,28.0
g24019,181.0,127.0
g24021,49.0,32.0
g24023,175.0,264.0
g24025,37.0,39.0
g24027,13.0,3.0
g24029,140.0,95.0
g24031,245.0,37.0
g24033,172.0,124.0
g24035,54.0,35.0
g24037,56.0,30.0
g24039,26.0,258.0
g24041,215.0,168.0
g24043,203.0,153.0
g24045,262.0,230.0
g24047,46.0,160.0
g24510,65.0,38.0
g25001,24.0,38.0
g25003,17.0,22.0
g25005,13.0,52.0
g25007,41.0,39.0
g25009,19.0,55.0
g25011,60.0,51.0
g25013,3.0,12.0
g25015,45.0,35.0
g25017,54.0,5.0
g25019,1.0,1.0
g25021,55.0,4.0
g25023,65.0,18.0
g25025,18.0,6.0
g25027,51.0,34.0
g26001,49.0,21.0
g26003,456.0,176.0
g26005,242.0,130.0
g26007,243.0,269.0
g26009,285.0,182.0
g26011,328.0,198.0
g26013,277.0,101.0
g26015,104.0,76.0
g26017,297.0,302.0
g26019,281.0,175.0
g26021,146.0,266.0
g26023,442.0,309.0
g26025,199.0,284.0
g26027,397.0,268.0
g26029,422.0,505.0
g26031,188.0,125.0
g26033,372.0,444.0
g26035,72.0,70.0
g26037,102.0,105.0
g26039,263.0,121.0
g26041,268.0,212.0
g26043,513.0,454.0
g26045,294.0,233.0
g26047,342.0,483.0
g26049,202.0,282.0
g26051,216.0,183.0
g26053,164.0,63.0
g26055,211.0,281.0
g26057,333.0,514.0
g26059,524.0,404.0
g26061,194.0,476.0
g26063,143.0,222.0
g26065,416.0,438.0
g26067,85.0,79.0
g26069,40.0,16.0
g26071,33.0,15.0
g26073,501.0,289.0
g26075,384.0,434.0
g26077,423.0,308.0
g26079,519.0,427.0
g26081,417.0,234.0
g26083,225.0,94.0
g26085,34.0,27.0
g26087,99.0,77.0
g26089,400.0,413.0
g26091,493.0,500.0
g26093,21.0,14.0
g26095,162.0,310.0
g26097,22.0,20.0
g26099,389.0,321.0
g26101,378.0,218.0
g26103,307.0,496.0
g26105,159.0,192.0
g26107,349.0,508.0
g26109,229.0,299.0
g26111,97.0,99.0
g26113,451.0,457.0
g26115,185.0,186.0
g26117,257.0,189.0
g26119,42.0,18.0
g26121,259.0,372.0
g26123,512.0,319.0
g26125,169.0,48.0
g26127,60.0,209.0
g26129,47.0,34.0
g26131,129.0,47.0
g26133,280.0,437.0
g26135,43.0,37.0
g26137,495.0,460.0
g26139,176.0,67.0
g26141,75.0,93.0
g26143,29.0,13.0
g26145,130.0,172.0
g26147,383.0,377.0
g26149,344.0,334.0
g26151,330.0,477.0
g26153,37.0,38.0
g26155,403.0,389.0
g26157,459.0,458.0
g26159,204.0,453.0
g26161,71.0,45.0
g26163,13.0,135.0
g26165,477.0,485.0
g27001,86.0,49.0
g27003,52.0,29.0
g27005,290.0,488.0
g27007,122.0,241.0
g27009,235.0,242.0
g27011,36.0,53.0
g27013,133.0,165.0
g27015,385.0,513.0
g27017,223.0,347.0
g27019,9.0,6.0
g27021,193.0,188.0
g27023,192.0,383.0
g27025,26.0,36.0
g27027,282.0,287.0
g27029,196.0,228.0
g27031,269.0,131.0
g27033,62.0,160.0
g27035,500.0,442.0
g27037,57.0,31.0
g27039,125.0,73.0
g27041,331.0,408.0
g27043,151.0,305.0
g27045,207.0,333.0
g27047,88.0,185.0
g27049,340.0,267.0
g27051,153.0,168.0
g27053,478.0,78.0
g27055,488.0,451.0
g27057,515.0,445.0
g27059,68.0,61.0
g27061,412.0,380.0
g27063,458.0,323.0
g27065,275.0,293.0
g27067,258.0,519.0
g27069,142.0,392.0
g27071,266.0,256.0
g27073,239.0,421.0
g27075,250.0,117.0
g27077,298.0,213.0
g27079,213.0,149.0
g27081,183.0,190.0
g27083,360.0,360.0
g27085,234.0,158.0
g27087,2.0,2.0
g27089,445.0,214.0
g27091,206.0,484.0
g27093,245.0,161.0
g27095,452.0,486.0
g27097,465.0,368.0
g27099,117.0,275.0
g27101,170.0,340.0
g27103,84.0,97.0
g27105,10.0,162.0
g27107,109.0,146.0
g27109,186.0,90.0
g27111,309.0,354.0
g27113,464.0,278.0
g27115,232.0,412.0
g27117,77.0,116.0
g27119,284.0,417.0
g27121,510.0,499.0
g27123,61.0,461.0
g27125,492.0,253.0
g27127,209.0,388.0
g27129,230.0,448.0
g27131,212.0,151.0
g27133,220.0,292.0
g27135,167.0,74.0
g27137,394.0,369.0
g27139,19.0,8.0
g27141,16.0,12.0
g27143,396.0,355.0
g27145,112.0,136.0
g27147,447.0,223.0
g27149,420.0,258.0
g27151,433.0,416.0
g27153,399.0,449.0
g27155,70.0,129.0
g27157,286.0,251.0
g27159,82.0,154.0
g27161,461.0,248.0
g27163,24.0,9.0
g27165,28.0,246.0
g27167,419.0,356.0
g27169,303.0,324.0
g27171,25.0,24.0
g27173,296.0,330.0
g28001,256.0,191.0
g28003,443.0,708.0
g28005,716.0,374.0
g28007,478.0,205.0
g28009,253.0,379.0
g28011,407.0,62.0
g28013,412.0,229.0
g28015,626.0,730.0
g28017,703.0,292.0
g28019,411.0,296.0
g28021,388.0,113.0
g28023,245.0,656.0
g28025,390.0,418.0
g28027,109.0,7.0
g28029,297.0,616.0
g28031,505.0,702.0
g28033,41.0,100.0
g28035,591.0,678.0
g28037,544.0,585.0
g28039,63.0,34.0
g28041,727.0,28.0
g28043,511.0,358.0
g28045,430.0,351.0
g28047,654.0,642.0
g28049,483.0,373.0
g28051,400.0,54.0
g28053,119.0,11.0
g28055,224.0,151.0
g28057,153.0,211.0
g28059,202.0,289.0
g28061,311.0,721.0
g28063,83.0,52.0
g28065,536.0,551.0
g28067,335.0,522.0
g28069,96.0,88.0
g28071,183.0,170.0
g28073,45.0,67.0
g28075,568.0,448.0
g28077,146.0,277.0
g28079,325.0,568.0
g28081,230.0,630.0
g28083,79.0,19.0
g28085,313.0,545.0
g28087,639.0,507.0
g28089,33.0,45.0
g28091,597.0,576.0
g28093,397.0,623.0
g28095,314.0,591.0
g28097,679.0,204.0
g28099,9.0,99.0
g28101,561.0,627.0
g28103,338.0,119.0
g28105,425.0,272.0
g28107,342.0,601.0
g28109,267.0,328.0
g28111,174.0,203.0
g28113,696.0,406.0
g28115,139.0,367.0
g28117,347.0,691.0
g28119,149.0,49.0
g28121,48.0,92.0
g28123,610.0,684.0
g28125,77.0,2.0
g28127,670.0,661.0
g28129,135.0,408.0
g28131,167.0,175.0
g28133,465.0,335.0
g28135,76.0,153.0
g28137,269.0,376.0
g28139,257.0,508.0
g28141,602.0,480.0
g28143,47.0,38.0
g28145,246.0,443.0
g28147,320.0,624.0
g28149,646.0,502.0
g28151,290.0,35.0
g28153,286.0,354.0
g28155,447.0,633.0
g28157,65.0,304.0
g28159,661.0,256.0
g28161,692.0,363.0
g28163,213.0,463.0
g29001,170.0,333.0
g29003,131.0,197.0
g29005,233.0,358.0
g29007,60.0,117.0
g29009,366.0,396.0
g29011,374.0,404.0
g29013,368.0,377.0
g29015,387.0,64.0
g29017,304.0,234.0
g29019,129.0,60.0
g29021,176.0,301.0
g29023,30.0,73.0
g29025,340.0,338.0
g29027,115.0,71.0
g29029,168.0,100.0
g29031,275.0,394.0
g29033,396.0,400.0
g29035,36.0,27.0
g29037,99.0,79.0
g29039,280.0,109.0
g29041,118.0,81.0
g29043,89.0,75.0
g29045,382.0,320.0
g29047,124.0,66.0
g29049,271.0,302.0
g29051,289.0,143.0
g29053,288.0,293.0
g29055,186.0,270.0
g29057,211.0,240.0
g29059,334.0,263.0
g29061,242.0,403.0
g29063,9.0,7.0
g29065,155.0,212.0
g29067,386.0,328.0
g29069,4.0,11.0
g29071,193.0,134.0
g29073,293.0,228.0
g29075,76.0,57.0
g29077,328.0,411.0
g29079,91.0,63.0
g29081,357.0,188.0
g29083,257.0,144.0
g29085,279.0,6.0
g29087,296.0,107.0
g29089,249.0,324.0
g29091,142.0,245.0
g29093,61.0,36.0
g29095,80.0,343.0
g29097,77.0,288.0
g29099,111.0,45.0
g29101,117.0,137.0
g29103,231.0,178.0
g29105,254.0,326.0
g29107,339.0,264.0
g29109,172.0,258.0
g29111,281.0,230.0
g29113,116.0,42.0
g29115,156.0,131.0
g29117,33.0,41.0
g29119,113.0,368.0
g29121,139.0,62.0
g29123,103.0,142.0
g29125,318.0,379.0
g29127,63.0,119.0
g29129,196.0,118.0
g29131,335.0,260.0
g29133,16.0,136.0
g29135,191.0,187.0
g29137,287.0,214.0
g29139,195.0,174.0
g29141,311.0,77.0
g29143,8.0,21.0
g29145,343.0,282.0
g29147,405.0,353.0
g29149,222.0,163.0
g29151,56.0,28.0
g29153,177.0,110.0
g29155,2.0,4.0
g29157,228.0,190.0
g29159,210.0,351.0
g29161,253.0,203.0
g29163,385.0,366.0
g29165,26.0,10.0
g29167,399.0,383.0
g29169,27.0,16.0
g29171,410.0,299.0
g29173,106.0,177.0
g29175,407.0,223.0
g29177,229.0,202.0
g29179,102.0,44.0
g29181,50.0,49.0
g29183,18.0,5.0
g29185,167.0,102.0
g29186,95.0,83.0
g29187,303.0,311.0
g29189,398.0,208.0
g29195,62.0,152.0
g29197,65.0,113.0
g29199,165.0,222.0
g29201,40.0,157.0
g29203,232.0,315.0
g29205,205.0,124.0
g29207,150.0,276.0
g29209,394.0,29.0
g29211,48.0,139.0
g29213,237.0,43.0
g29215,326.0,291.0
g29217,37.0,35.0
g29219,157.0,184.0
g29221,181.0,398.0
g29223,164.0,97.0
g29225,282.0,116.0
g29227,98.0,19.0
g29229,107.0,201.0
g29510,3.0,14.0
g30001,251.0,205.0
g30003,147.0,25.0
g30005,171.0,54.0
g30007,261.0,125.0
g30009,203.0,238.0
g30011,177.0,242.0
g30013,202.0,267.0
g30015,243.0,118.0
g30017,229.0,197.0
g30019,258.0,160.0
g30021,182.0,252.0
g30023,55.0,72.0
g30025,129.0,212.0
g30027,276.0,221.0
g30029,271.0,185.0
g30031,32.0,40.0
g30033,200.0,218.0
g30035,98.0,11.0
g30037,85.0,265.0
g30039,42.0,137.0
g30041,235.0,287.0
g30043,136.0,61.0
g30045,121.0,248.0
g30047,62.0,94.0
g30049,268.0,144.0
g30051,7.0,39.0
g30053,56.0,245.0
g30055,74.0,114.0
g30057,231.0,169.0
g30059,87.0,82.0
g30061,6.0,73.0
g30063,183.0,138.0
g30065,181.0,167.0
g30067,187.0,215.0
g30069,274.0,100.0
g30071,199.0,274.0
g30073,139.0,83.0
g30075,115.0,192.0
g30077,78.0,191.0
g30079,20.0,68.0
g30081,106.0,262.0
g30083,28.0,62.0
g30085,226.0,51.0
g30087,232.0,216.0
g30089,33.0,151.0
g30091,169.0,277.0
g30093,239.0,226.0
g30095,122.0,74.0
g30097,112.0,147.0
g30099,193.0,272.0
g30101,90.0,156.0
g30103,257.0,111.0
g30105,130.0,113.0
g30107,23.0,124.0
g30109,146.0,220.0
g30111,247.0,193.0
g31001,322.0,346.0
g31003,325.0,409.0
g31005,25.0,37.0
g31007,244.0,395.0
g31009,180.0,361.0
g31011,217.0,401.0
g31013,189.0,292.0
g31015,120.0,236.0
g31017,305.0,94.0
g31019,206.0,191.0
g31021,360.0,217.0
g31023,112.0,170.0
g31025,20.0,26.0
g31027,148.0,367.0
g31029,159.0,194.0
g31031,245.0,155.0
g31033,179.0,250.0
g31035,371.0,323.0
g31037,22.0,227.0
g31039,395.0,345.0
g31041,219.0,384.0
g31043,12.0,138.0
g31045,277.0,259.0
g31047,58.0,220.0
g31049,265.0,318.0
g31051,160.0,207.0
g31053,158.0,185.0
g31055,348.0,209.0
g31057,209.0,412.0
g31059,408.0,237.0
g31061,332.0,176.0
g31063,41.0,128.0
g31065,183.0,96.0
g31067,329.0,148.0
g31069,295.0,15.0
g31071,351.0,58.0
g31073,88.0,310.0
g31075,51.0,93.0
g31077,411.0,243.0
g31079,66.0,166.0
g31081,87.0,103.0
g31083,55.0,262.0
g31085,17.0,48.0
g31087,174.0,349.0
g31089,216.0,286.0
g31091,53.0,380.0
g31093,54.0,87.0
g31095,184.0,76.0
g31097,35.0,122.0
g31099,78.0,145.0
g31101,151.0,375.0
g31103,182.0,130.0
g31105,390.0,269.0
g31107,86.0,40.0
g31109,121.0,88.0
g31111,291.0,274.0
g31113,104.0,382.0
g31115,6.0,9.0
g31117,29.0,92.0
g31119,147.0,265.0
g31121,372.0,340.0
g31123,208.0,213.0
g31125,198.0,206.0
g31127,240.0,374.0
g31129,256.0,65.0
g31131,412.0,268.0
g31133,376.0,127.0
g31135,93.0,199.0
g31137,274.0,354.0
g31139,114.0,198.0
g31141,377.0,221.0
g31143,239.0,391.0
g31145,227.0,332.0
g31147,153.0,91.0
g31149,243.0,317.0
g31151,212.0,229.0
g31153,38.0,12.0
g31155,28.0,68.0
g31157,39.0,80.0
g31159,21.0,18.0
g31161,69.0,30.0
g31163,312.0,244.0
g31165,42.0,215.0
g31167,94.0,132.0
g31169,319.0,70.0
g31171,47.0,55.0
g31173,1.0,1.0
g31175,350.0,108.0
g31177,24.0,25.0
g31179,263.0,153.0
g31181,154.0,20.0
g31183,5.0,34.0
g31185,317.0,392.0
g32001,20.0,82.0
g32003,33.0,52.0
g32005,31.0,75.0
g32007,4.0,19.0
g32009,87.0,42.0
g32011,2.0,13.0
g32013,10.0,21.0
g32015,3.0,5.0
g32017,58.0,84.0
g32019,23.0,65.0
g32021,18.0,25.0
g32023,74.0,46.0
g32027,50.0,15.0
g32029,12.0,10.0
g32031,37.0,74.0
g32033,36.0,67.0
g32510,73.0,88.0
g33001,59.0,47.0
g33003,64.0,45.0
g33005,33.0,28.0
g33007,23.0,27.0
g33009,38.0,30.0
g33011,25.0,9.0
g33013,43.0,14.0
g33015,9.0,2.0
g33017,14.0,21.0
g33019,50.0,44.0
g34001,36.0,19.0
g34003,10.0,15.0
g34005,29.0,11.0
g34007,52.0,73.0
g34009,16.0,36.0
g34011,60.0,26.0
g34013,67.0,29.0
g34015,26.0,17.0
g34017,45.0,12.0
g34019,8.0,4.0
g34021,38.0,28.0
g34023,6.0,16.0
g34025,18.0,10.0
g34027,7.0,6.0
g34029,83.0,67.0
g34031,23.0,27.0
g34033,62.0,70.0
g34035,5.0,5.0
g34037,17.0,9.0
g34039,22.0,82.0
g34041,24.0,21.0
g35001,371.0,288.0
g35003,413.0,257.0
g35005,163.0,86.0
g35006,10.0,22.0
g35007,125.0,60.0
g35009,419.0,365.0
g35011,161.0,57.0
g35013,229.0,85.0
g35015,239.0,470.0
g35017,242.0,67.0
g35019,175.0,78.0
g35021,396.0,348.0
g35023,97.0,29.0
g35025,201.0,500.0
g35027,212.0,61.0
g35028,7.0,25.0
g35029,55.0,26.0
g35031,4.0,8.0
g35033,420.0,115.0
g35035,283.0,184.0
g35037,133.0,63.0
g35039,160.0,45.0
g35041,326.0,273.0
g35043,282.0,493.0
g35045,492.0,352.0
g35047,152.0,39.0
g35049,271.0,276.0
g35051,27.0,18.0
g35053,238.0,74.0
g35055,162.0,53.0
g35057,336.0,368.0
g35059,150.0,384.0
g35061,373.0,322.0
g36001,78.0,64.0
g36003,58.0,62.0
g36005,4.0,1.0
g36007,61.0,57.0
g36009,15.0,49.0
g36011,53.0,69.0
g36013,41.0,32.0
g36015,31.0,43.0
g36017,82.0,83.0
g36019,42.0,42.0
g36021,70.0,63.0
g36023,80.0,80.0
g36025,28.0,34.0
g36027,37.0,23.0
g36029,48.0,52.0
g36031,20.0,65.0
g36033,1.0,72.0
g36035,19.0,38.0
g36037,55.0,68.0
g36039,21.0,76.0
g36041,2.0,33.0
g36043,51.0,47.0
g36045,47.0,60.0
g36047,14.0,2.0
g36049,49.0,59.0
g36051,72.0,37.0
g36053,79.0,39.0
g36055,81.0,75.0
g36057,73.0,24.0
g36059,11.0,13.0
g36061,3.0,3.0
g36063,40.0,58.0
g36065,46.0,40.0
g36067,65.0,79.0
g36069,74.0,46.0
g36071,25.0,31.0
g36073,59.0,78.0
g36075,68.0,54.0
g36077,32.0,55.0
g36079,12.0,8.0
g36081,57.0,7.0
g36083,76.0,51.0
g36085,34.0,77.0
g36087,9.0,35.0
g36089,30.0,71.0
g36091,39.0,14.0
g36093,71.0,66.0
g36095,54.0,41.0
g36097,56.0,61.0
g36099,43.0,45.0
g36101,64.0,74.0
g36103,13.0,18.0
g36105,27.0,56.0
g36107,44.0,25.0
g36109,50.0,20.0
g36111,77.0,53.0
g36113,35.0,81.0
g36115,69.0,44.0
g36117,63.0,48.0
g36119,33.0,30.0
g36121,66.0,22.0
g36123,75.0,50.0
g37001,705.0,493.0
g37003,321.0,253.0
g37005,124.0,221.0
g37007,373.0,685.0
g37009,472.0,513.0
g37011,113.0,515.0
g37013,386.0,343.0
g37015,276.0,273.0
g37017,172.0,207.0
g37019,382.0,433.0
g37021,585.0,582.0
g37023,336.0,529.0
g37025,106.0,162.0
g37027,377.0,505.0
g37029,54.0,91.0
g37031,499.0,587.0
g37033,316.0,432.0
g37035,462.0,445.0
g37037,374.0,483.0
g37039,194.0,198.0
g37041,115.0,89.0
g37043,334.0,209.0
g37045,659.0,510.0
g37047,182.0,252.0
g37049,702.0,735.0
g37051,642.0,715.0
g37053,140.0,109.0
g37055,628.0,392.0
g37057,378.0,405.0
g37059,150.0,240.0
g37061,241.0,371.0
g37063,645.0,605.0
g37065,449.0,117.0
g37067,725.0,631.0
g37069,305.0,172.0
g37071,438.0,615.0
g37073,154.0,238.0
g37075,133.0,319.0
g37077,318.0,73.0
g37079,131.0,733.0
g37081,477.0,528.0
g37083,122.0,94.0
g37085,368.0,337.0
g37087,513.0,385.0
g37089,399.0,381.0
g37091,130.0,157.0
g37093,179.0,477.0
g37095,169.0,625.0
g37097,144.0,146.0
g37099,16.0,152.0
g37101,226.0,215.0
g37103,350.0,456.0
g37105,481.0,469.0
g37107,187.0,139.0
g37109,143.0,160.0
g37111,576.0,692.0
g37113,107.0,127.0
g37115,437.0,464.0
g37117,521.0,171.0
g37119,281.0,156.0
g37121,345.0,318.0
g37123,157.0,286.0
g37125,490.0,269.0
g37127,557.0,681.0
g37129,548.0,470.0
g37131,87.0,29.0
g37133,408.0,101.0
g37135,112.0,70.0
g37137,489.0,629.0
g37139,673.0,581.0
g37141,590.0,410.0
g37143,691.0,458.0
g37145,538.0,611.0
g37147,454.0,657.0
g37149,184.0,134.0
g37151,403.0,417.0
g37153,189.0,226.0
g37155,1.0,44.0
g37157,711.0,512.0
g37159,605.0,688.0
g37161,461.0,386.0
g37163,279.0,491.0
g37165,53.0,164.0
g37167,656.0,725.0
g37169,401.0,519.0
g37171,446.0,450.0
g37173,2.0,83.0
g37175,165.0,82.0
g37177,141.0,668.0
g37179,35.0,37.0
g37181,217.0,68.0
g37183,70.0,36.0
g37185,68.0,250.0
g37187,163.0,43.0
g37189,694.0,324.0
g37191,492.0,566.0
g37193,671.0,654.0
g37195,434.0,332.0
g37197,588.0,589.0
g37199,229.0,214.0
g38001,222.0,133.0
g38003,179.0,261.0
g38005,163.0,18.0
g38007,124.0,65.0
g38009,211.0,247.0
g38011,191.0,280.0
g38013,241.0,211.0
g38015,150.0,153.0
g38017,58.0,69.0
g38019,166.0,255.0
g38021,210.0,190.0
g38023,29.0,222.0
g38025,94.0,120.0
g38027,255.0,52.0
g38029,162.0,164.0
g38031,104.0,269.0
g38033,278.0,259.0
g38035,99.0,134.0
g38037,143.0,180.0
g38039,286.0,150.0
g38041,273.0,189.0
g38043,214.0,176.0
g38045,108.0,224.0
g38047,212.0,131.0
g38049,201.0,206.0
g38051,22.0,9.0
g38053,39.0,179.0
g38055,259.0,231.0
g38057,149.0,116.0
g38059,126.0,158.0
g38061,54.0,182.0
g38063,279.0,128.0
g38065,137.0,92.0
g38067,116.0,263.0
g38069,262.0,159.0
g38071,237.0,201.0
g38073,189.0,187.0
g38075,37.0,99.0
g38077,47.0,130.0
g38079,50.0,10.0
g38081,80.0,81.0
g38083,102.0,184.0
g38085,51.0,2.0
g38087,68.0,57.0
g38089,111.0,172.0
g38091,52.0,67.0
g38093,207.0,278.0
g38095,192.0,246.0
g38097,184.0,275.0
g38099,287.0,208.0
g38101,134.0,152.0
g38103,151.0,80.0
g38105,18.0,70.0
g39001,398.0,462.0
g39003,368.0,432.0
g39005,438.0,480.0
g39007,276.0,428.0
g39009,222.0,440.0
g39011,118.0,109.0
g39013,390.0,435.0
g39015,353.0,402.0
g39017,310.0,166.0
g39019,304.0,239.0
g39021,256.0,221.0
g39023,161.0,229.0
g39025,103.0,65.0
g39027,486.0,394.0
g39029,518.0,502.0
g39031,503.0,393.0
g39033,300.0,264.0
g39035,23.0,170.0
g39037,425.0,344.0
g39039,428.0,407.0
g39041,6.0,3.0
g39043,323.0,314.0
g39045,105.0,100.0
g39047,244.0,254.0
g39049,391.0,224.0
g39051,270.0,174.0
g39053,466.0,501.0
g39055,145.0,52.0
g39057,126.0,114.0
g39059,366.0,493.0
g39061,101.0,433.0
g39063,453.0,276.0
g39065,424.0,455.0
g39067,273.0,316.0
g39069,325.0,298.0
g39071,485.0,401.0
g39073,413.0,490.0
g39075,5.0,518.0
g39077,387.0,418.0
g39079,241.0,395.0
g39081,150.0,177.0
g39083,484.0,320.0
g39085,443.0,247.0
g39087,388.0,366.0
g39089,238.0,202.0
g39091,460.0,410.0
g39093,365.0,498.0
g39095,78.0,252.0
g39097,15.0,32.0
g39099,67.0,139.0
g39101,265.0,283.0
g39103,55.0,46.0
g39105,498.0,423.0
g39107,166.0,113.0
g39109,319.0,245.0
g39111,449.0,318.0
g39113,139.0,271.0
g39115,450.0,478.0
