Geo_FIPS,fema_region_sovi_rank,us_sovi_rank
g39117,227.0,134.0
g39119,231.0,257.0
g39121,163.0,220.0
g39123,414.0,332.0
g39125,332.0,148.0
g39127,410.0,338.0
g39129,89.0,112.0
g39131,363.0,405.0
g39133,187.0,205.0
g39135,240.0,312.0
g39137,149.0,80.0
g39139,490.0,515.0
g39141,160.0,240.0
g39143,306.0,517.0
g39145,291.0,216.0
g39147,491.0,497.0
g39149,197.0,169.0
g39151,288.0,350.0
g39153,369.0,387.0
g39155,215.0,250.0
g39157,508.0,471.0
g39159,46.0,35.0
g39161,436.0,420.0
g39163,322.0,171.0
g39165,20.0,10.0
g39167,467.0,456.0
g39169,487.0,300.0
g39171,376.0,255.0
g39173,123.0,124.0
g39175,407.0,419.0
g40001,51.0,138.0
g40003,178.0,164.0
g40005,452.0,467.0
g40007,200.0,341.0
g40009,90.0,125.0
g40011,456.0,446.0
g40013,286.0,350.0
g40015,186.0,313.0
g40017,111.0,108.0
g40019,264.0,296.0
g40021,127.0,217.0
g40023,98.0,96.0
g40025,277.0,181.0
g40027,213.0,127.0
g40029,148.0,203.0
g40031,424.0,399.0
g40033,203.0,233.0
g40035,214.0,312.0
g40037,284.0,271.0
g40039,415.0,422.0
g40041,132.0,170.0
g40043,166.0,240.0
g40045,232.0,316.0
g40047,313.0,367.0
g40049,309.0,355.0
g40051,280.0,286.0
g40053,393.0,462.0
g40055,437.0,441.0
g40057,38.0,41.0
g40059,464.0,388.0
g40061,392.0,377.0
g40063,334.0,392.0
g40065,262.0,326.0
g40067,79.0,77.0
g40069,314.0,331.0
g40071,202.0,299.0
g40073,142.0,244.0
g40075,181.0,227.0
g40077,335.0,443.0
g40079,240.0,327.0
g40081,431.0,400.0
g40083,136.0,175.0
g40085,398.0,309.0
g40087,156.0,163.0
g40089,71.0,111.0
g40091,129.0,114.0
g40093,247.0,320.0
g40095,434.0,254.0
g40097,494.0,401.0
g40099,302.0,338.0
g40101,174.0,245.0
g40103,429.0,466.0
g40105,281.0,414.0
g40107,107.0,193.0
g40109,421.0,499.0
g40111,209.0,246.0
g40113,378.0,381.0
g40115,49.0,90.0
g40117,485.0,476.0
g40119,394.0,183.0
g40121,346.0,351.0
g40123,252.0,336.0
g40125,257.0,333.0
g40127,56.0,66.0
g40129,77.0,161.0
g40131,185.0,143.0
g40133,123.0,158.0
g40135,215.0,308.0
g40137,404.0,444.0
g40139,171.0,356.0
g40141,199.0,232.0
g40143,498.0,393.0
g40145,197.0,179.0
g40147,370.0,389.0
g40149,355.0,387.0
g40151,395.0,483.0
g40153,104.0,122.0
g41001,76.0,66.0
g41003,66.0,20.0
g41005,28.0,9.0
g41007,49.0,46.0
g41009,85.0,22.0
g41011,26.0,32.0
g41013,67.0,79.0
g41015,30.0,7.0
g41017,75.0,64.0
g41019,23.0,49.0
g41021,52.0,37.0
g41023,55.0,47.0
g41025,79.0,110.0
g41027,78.0,104.0
g41029,33.0,76.0
g41031,44.0,70.0
g41033,14.0,29.0
g41035,41.0,82.0
g41037,103.0,90.0
g41039,47.0,118.0
g41041,60.0,26.0
g41043,68.0,109.0
g41045,15.0,43.0
g41047,29.0,71.0
g41049,63.0,94.0
g41051,58.0,78.0
g41053,106.0,106.0
g41055,36.0,65.0
g41057,112.0,69.0
g41059,39.0,113.0
g41061,46.0,89.0
g41063,38.0,15.0
g41065,20.0,45.0
g41067,16.0,14.0
g41069,107.0,34.0
g41071,115.0,84.0
g42001,162.0,146.0
g42003,131.0,241.0
g42005,178.0,283.0
g42007,165.0,191.0
g42009,204.0,219.0
g42011,164.0,259.0
g42013,216.0,161.0
g42015,211.0,252.0
g42017,47.0,36.0
g42019,59.0,71.0
g42021,283.0,134.0
g42023,111.0,144.0
g42025,279.0,282.0
g42027,68.0,52.0
g42029,33.0,21.0
g42031,242.0,227.0
g42033,199.0,278.0
g42035,275.0,194.0
g42037,156.0,276.0
g42039,276.0,209.0
g42041,64.0,84.0
g42043,200.0,247.0
g42045,122.0,148.0
g42047,201.0,267.0
g42049,207.0,220.0
g42051,182.0,109.0
g42053,1.0,129.0
g42055,141.0,187.0
g42057,117.0,110.0
g42059,265.0,226.0
g42061,239.0,137.0
g42063,151.0,210.0
g42065,240.0,255.0
g42067,228.0,184.0
g42069,267.0,131.0
g42071,194.0,171.0
g42073,243.0,140.0
g42075,263.0,245.0
g42077,127.0,223.0
g42079,208.0,132.0
g42081,152.0,280.0
g42083,187.0,196.0
g42085,253.0,156.0
g42087,174.0,133.0
g42089,123.0,170.0
g42091,51.0,43.0
g42093,257.0,185.0
g42095,202.0,167.0
g42097,237.0,172.0
g42099,75.0,73.0
g42101,9.0,15.0
g42103,120.0,193.0
g42105,166.0,270.0
g42107,246.0,246.0
g42109,153.0,175.0
g42111,218.0,207.0
g42113,11.0,85.0
g42115,229.0,183.0
g42117,169.0,221.0
g42119,214.0,79.0
g42121,284.0,192.0
g42123,272.0,279.0
g42125,125.0,239.0
g42127,74.0,244.0
g42129,108.0,254.0
g42131,179.0,169.0
g42133,100.0,105.0
g44001,32.0,31.0
g44003,56.0,36.0
g44005,34.0,43.0
g44007,5.0,13.0
g44009,42.0,16.0
g45001,675.0,516.0
g45003,387.0,482.0
g45005,145.0,476.0
g45007,352.0,609.0
g45009,459.0,145.0
g45011,704.0,540.0
g45013,553.0,549.0
g45015,132.0,106.0
g45017,331.0,489.0
g45019,346.0,415.0
g45021,529.0,651.0
g45023,482.0,588.0
g45025,652.0,667.0
g45027,339.0,276.0
g45029,389.0,364.0
g45031,559.0,645.0
g45033,201.0,121.0
g45035,82.0,131.0
g45037,372.0,76.0
g45039,416.0,295.0
g45041,532.0,475.0
g45043,539.0,163.0
g45045,296.0,350.0
g45047,729.0,282.0
g45049,457.0,578.0
g45051,261.0,291.0
g45053,208.0,542.0
g45055,312.0,517.0
g45057,333.0,473.0
g45059,625.0,509.0
g45061,209.0,312.0
g45063,120.0,141.0
g45065,103.0,372.0
g45067,643.0,118.0
g45069,125.0,462.0
g45071,676.0,555.0
g45073,567.0,718.0
g45075,599.0,330.0
g45077,265.0,210.0
g45079,270.0,331.0
g45081,586.0,669.0
g45083,463.0,592.0
g45085,587.0,682.0
g45087,608.0,227.0
g45089,427.0,206.0
g45091,104.0,186.0
g46003,233.0,223.0
g46005,175.0,229.0
g46007,57.0,7.0
g46009,113.0,254.0
g46011,60.0,66.0
g46013,248.0,286.0
g46015,244.0,198.0
g46017,219.0,6.0
g46019,213.0,235.0
g46021,70.0,183.0
g46023,245.0,29.0
g46025,242.0,143.0
g46027,159.0,170.0
g46029,188.0,210.0
g46031,230.0,44.0
g46033,138.0,236.0
g46035,148.0,282.0
g46037,167.0,75.0
g46039,170.0,209.0
g46041,168.0,27.0
g46043,206.0,148.0
g46045,144.0,289.0
g46047,24.0,26.0
g46049,190.0,196.0
g46051,234.0,291.0
g46053,198.0,127.0
g46055,93.0,188.0
g46057,75.0,219.0
g46059,280.0,171.0
g46061,44.0,161.0
g46063,45.0,60.0
g46065,131.0,195.0
g46067,289.0,56.0
g46069,218.0,103.0
g46071,160.0,142.0
g46073,141.0,63.0
g46075,158.0,268.0
g46077,155.0,284.0
g46079,227.0,241.0
g46081,266.0,244.0
g46083,21.0,31.0
g46085,223.0,139.0
g46087,84.0,279.0
g46089,197.0,59.0
g46091,194.0,250.0
g46093,152.0,115.0
g46095,128.0,13.0
g46097,205.0,258.0
g46099,283.0,173.0
g46101,79.0,243.0
g46103,254.0,239.0
g46105,240.0,237.0
g46107,59.0,90.0
g46109,250.0,71.0
g46111,252.0,276.0
g46113,4.0,1.0
g46115,246.0,232.0
g46117,127.0,108.0
g46119,16.0,37.0
g46121,27.0,3.0
g46123,224.0,157.0
g46125,145.0,271.0
g46127,49.0,50.0
g46129,225.0,79.0
g46135,260.0,234.0
g46137,72.0,19.0
g47001,596.0,723.0
g47003,329.0,416.0
g47005,328.0,340.0
g47007,410.0,389.0
g47009,242.0,474.0
g47011,309.0,511.0
g47013,431.0,263.0
g47015,343.0,658.0
g47017,624.0,459.0
g47019,540.0,420.0
g47021,50.0,56.0
g47023,262.0,488.0
g47025,547.0,621.0
g47027,396.0,387.0
g47029,330.0,245.0
g47031,474.0,713.0
g47033,455.0,281.0
g47035,497.0,169.0
g47037,633.0,451.0
g47039,358.0,327.0
g47041,575.0,672.0
g47043,148.0,313.0
g47045,392.0,634.0
g47047,60.0,135.0
g47049,734.0,498.0
g47051,317.0,525.0
g47053,724.0,348.0
g47055,369.0,543.0
g47057,493.0,380.0
g47059,618.0,603.0
g47061,295.0,184.0
g47063,712.0,490.0
g47065,485.0,680.0
g47067,197.0,149.0
g47069,516.0,360.0
g47071,486.0,356.0
g47073,395.0,447.0
g47075,687.0,212.0
g47077,236.0,434.0
g47079,562.0,369.0
g47081,418.0,208.0
g47083,530.0,399.0
g47085,657.0,641.0
g47087,700.0,714.0
g47089,572.0,699.0
g47091,275.0,524.0
g47093,198.0,193.0
g47095,3.0,559.0
g47097,663.0,636.0
g47099,307.0,606.0
g47101,717.0,648.0
g47103,436.0,593.0
g47105,440.0,659.0
g47107,406.0,554.0
g47109,668.0,690.0
g47111,435.0,520.0
g47113,375.0,712.0
g47115,356.0,557.0
g47117,199.0,353.0
g47119,471.0,731.0
g47121,263.0,167.0
g47123,672.0,649.0
g47125,193.0,261.0
g47127,234.0,439.0
g47129,594.0,233.0
g47131,649.0,355.0
g47133,367.0,426.0
g47135,118.0,225.0
g47137,384.0,674.0
g47139,615.0,610.0
g47141,682.0,709.0
g47143,564.0,653.0
g47145,512.0,618.0
g47147,94.0,183.0
g47149,73.0,66.0
g47151,728.0,597.0
g47153,650.0,686.0
g47155,491.0,429.0
g47157,365.0,644.0
g47159,178.0,223.0
g47161,606.0,444.0
g47163,613.0,604.0
g47165,69.0,142.0
g47167,80.0,161.0
g47169,156.0,132.0
g47171,415.0,441.0
g47173,326.0,264.0
g47175,582.0,533.0
g47177,664.0,689.0
g47179,484.0,518.0
g47181,341.0,309.0
g47183,542.0,639.0
g47185,394.0,666.0
g47187,4.0,1.0
g47189,43.0,55.0
g48001,117.0,177.0
g48003,120.0,416.0
g48005,501.0,317.0
g48007,306.0,105.0
g48009,119.0,136.0
g48011,366.0,298.0
g48013,402.0,230.0
g48015,144.0,372.0
g48017,312.0,253.0
g48019,272.0,503.0
g48021,72.0,199.0
g48023,126.0,149.0
g48025,490.0,345.0
g48027,383.0,451.0
g48029,237.0,214.0
g48031,255.0,496.0
g48033,12.0,130.0
g48035,230.0,152.0
g48037,328.0,440.0
g48039,58.0,92.0
g48041,348.0,248.0
g48043,351.0,486.0
g48045,477.0,344.0
g48047,3.0,1.0
g48049,347.0,290.0
g48051,269.0,480.0
g48053,414.0,354.0
g48055,376.0,328.0
g48057,430.0,380.0
g48059,305.0,363.0
g48061,15.0,15.0
g48063,417.0,228.0
g48065,109.0,145.0
g48067,207.0,147.0
g48069,300.0,173.0
g48071,11.0,35.0
g48073,377.0,252.0
g48075,353.0,324.0
g48077,273.0,297.0
g48079,327.0,362.0
g48081,192.0,80.0
g48083,82.0,88.0
g48085,28.0,33.0
g48087,245.0,99.0
g48089,479.0,306.0
g48091,74.0,197.0
g48093,147.0,132.0
g48095,87.0,213.0
g48097,438.0,450.0
g48099,495.0,494.0
g48101,17.0,20.0
g48103,317.0,423.0
g48105,423.0,146.0
g48107,48.0,43.0
g48109,20.0,14.0
g48111,217.0,374.0
g48113,292.0,435.0
g48115,489.0,473.0
g48117,350.0,171.0
g48119,290.0,295.0
g48121,43.0,55.0
g48123,461.0,219.0
g48125,194.0,126.0
g48127,24.0,6.0
g48129,386.0,449.0
g48131,33.0,9.0
g48133,224.0,159.0
g48135,274.0,418.0
g48137,184.0,48.0
g48139,95.0,169.0
g48141,46.0,36.0
g48143,275.0,358.0
g48145,118.0,70.0
g48147,409.0,376.0
g48149,405.0,360.0
g48151,222.0,206.0
g48153,112.0,64.0
g48155,8.0,10.0
g48157,29.0,38.0
g48159,475.0,319.0
g48161,165.0,370.0
g48163,260.0,123.0
g48165,66.0,201.0
g48167,151.0,224.0
g48169,467.0,218.0
g48171,298.0,112.0
g48173,2.0,7.0
g48175,460.0,225.0
g48177,455.0,157.0
g48179,367.0,396.0
g48181,463.0,403.0
g48183,387.0,478.0
g48185,196.0,424.0
g48187,135.0,261.0
g48189,244.0,185.0
g48191,57.0,59.0
g48193,88.0,81.0
g48195,362.0,366.0
g48197,93.0,73.0
g48199,84.0,139.0
g48201,449.0,479.0
g48203,172.0,385.0
g48205,13.0,28.0
g48207,422.0,260.0
g48209,96.0,135.0
g48211,279.0,436.0
g48213,406.0,420.0
g48215,26.0,21.0
g48217,454.0,359.0
g48219,374.0,398.0
g48221,153.0,371.0
g48223,474.0,439.0
g48225,481.0,267.0
g48227,349.0,226.0
g48229,94.0,31.0
g48231,288.0,353.0
g48233,297.0,404.0
g48235,68.0,282.0
g48237,59.0,113.0
g48239,261.0,453.0
g48241,324.0,488.0
g48243,457.0,124.0
g48245,411.0,485.0
g48247,176.0,44.0
g48249,216.0,56.0
g48251,81.0,128.0
g48253,425.0,433.0
g48255,435.0,408.0
g48257,89.0,168.0
g48259,35.0,121.0
g48261,25.0,16.0
g48263,221.0,220.0
g48265,191.0,83.0
g48267,205.0,94.0
g48269,75.0,110.0
g48271,73.0,54.0
g48273,177.0,84.0
g48275,42.0,37.0
g48277,249.0,258.0
g48279,100.0,58.0
g48281,412.0,465.0
g48283,91.0,24.0
g48285,496.0,302.0
g48287,193.0,459.0
g48289,329.0,301.0
g48291,80.0,190.0
g48293,458.0,340.0
g48295,278.0,413.0
g48297,476.0,294.0
g48299,296.0,100.0
g48301,1.0,2.0
g48303,441.0,458.0
g48305,190.0,93.0
g48307,246.0,192.0
g48309,318.0,300.0
g48311,78.0,156.0
g48313,243.0,471.0
g48315,491.0,221.0
g48317,356.0,461.0
g48319,488.0,234.0
g48321,448.0,249.0
g48323,14.0,5.0
g48325,308.0,426.0
g48327,22.0,19.0
g48329,54.0,241.0
g48331,321.0,195.0
g48333,236.0,166.0
g48335,108.0,118.0
g48337,450.0,411.0
g48339,34.0,76.0
g48341,369.0,303.0
g48343,179.0,117.0
g48345,432.0,277.0
g48347,442.0,395.0
g48349,502.0,292.0
g48351,206.0,318.0
g48353,110.0,87.0
g48355,226.0,116.0
g48357,268.0,481.0
g48359,168.0,165.0
g48361,164.0,186.0
g48363,487.0,287.0
g48365,67.0,259.0
g48367,31.0,65.0
g48369,384.0,198.0
g48371,482.0,229.0
g48373,480.0,307.0
g48375,204.0,210.0
g48377,30.0,11.0
g48379,372.0,475.0
g48381,154.0,189.0
g48383,41.0,194.0
g48385,83.0,51.0
g48387,115.0,79.0
g48389,50.0,27.0
g48391,124.0,52.0
g48393,293.0,501.0
g48395,465.0,162.0
g48397,18.0,42.0
g48399,116.0,75.0
g48401,149.0,284.0
g48403,225.0,103.0
g48405,85.0,34.0
g48407,188.0,447.0
g48409,357.0,176.0
g48411,400.0,407.0
g48413,311.0,283.0
g48415,303.0,492.0
g48417,364.0,484.0
g48419,241.0,452.0
g48421,403.0,431.0
g48423,316.0,497.0
g48425,130.0,215.0
g48427,5.0,3.0
g48429,359.0,477.0
g48431,276.0,463.0
g48433,340.0,357.0
g48435,69.0,489.0
g48437,330.0,323.0
g48439,391.0,270.0
g48441,319.0,334.0
g48443,323.0,142.0
g48445,368.0,231.0
g48447,418.0,487.0
g48449,410.0,275.0
g48451,263.0,211.0
g48453,139.0,154.0
g48455,301.0,109.0
g48457,339.0,438.0
g48459,218.0,349.0
g48461,445.0,207.0
g48463,45.0,30.0
g48465,52.0,32.0
g48467,500.0,434.0
g48469,462.0,256.0
g48471,159.0,172.0
g48473,62.0,196.0
g48475,342.0,120.0
g48477,468.0,289.0
g48479,32.0,13.0
g48481,365.0,150.0
g48483,338.0,427.0
g48485,470.0,498.0
g48487,113.0,95.0
g48489,23.0,23.0
g48491,65.0,82.0
g48493,106.0,268.0
g48495,459.0,281.0
g48497,40.0,107.0
g48499,285.0,187.0
g48501,138.0,402.0
g48503,466.0,311.0
g48505,47.0,17.0
g48507,9.0,4.0
g49001,269.0,230.0
g49003,101.0,86.0
g49005,86.0,91.0
g49007,209.0,228.0
g49009,17.0,260.0
g49011,165.0,30.0
g49013,100.0,49.0
g49015,186.0,102.0
g49017,135.0,257.0
g49019,82.0,270.0
g49021,208.0,140.0
g49023,156.0,126.0
g49025,91.0,266.0
g49027,220.0,202.0
g49029,30.0,17.0
g49031,8.0,141.0
g49033,270.0,166.0
g49035,105.0,98.0
g49037,67.0,89.0
g49039,216.0,121.0
g49041,176.0,149.0
g49043,48.0,12.0
g49045,66.0,45.0
g49047,38.0,43.0
g49049,53.0,46.0
g49051,96.0,55.0
g49053,173.0,256.0
g49055,277.0,175.0
g49057,267.0,136.0
g50001,15.0,19.0
g50003,29.0,46.0
g50005,53.0,67.0
g50007,8.0,11.0
g50009,40.0,42.0
g50011,35.0,20.0
g50013,6.0,7.0
g50015,10.0,25.0
g50017,20.0,23.0
g50019,21.0,49.0
g50021,67.0,66.0
g50023,27.0,32.0
g50025,28.0,53.0
g50027,44.0,50.0
g51001,58.0,142.0
g51003,66.0,57.0
g51005,186.0,139.0
g51007,128.0,74.0
g51009,159.0,216.0
g51011,281.0,274.0
g51013,24.0,6.0
g51015,103.0,90.0
g51017,79.0,91.0
g51019,71.0,60.0
g51021,183.0,63.0
g51023,34.0,54.0
g51025,6.0,93.0
g51027,119.0,206.0
g51029,38.0,165.0
g51031,138.0,164.0
g51033,155.0,94.0
g51035,163.0,234.0
g51036,43.0,174.0
g51037,92.0,126.0
g51041,63.0,40.0
g51043,53.0,41.0
g51045,191.0,263.0
g51047,205.0,67.0
g51049,184.0,242.0
g51051,107.0,253.0
g51053,268.0,145.0
g51057,104.0,150.0
g51059,113.0,9.0
g51061,45.0,25.0
g51063,157.0,155.0
g51065,67.0,141.0
g51067,188.0,163.0
g51069,73.0,48.0
g51071,185.0,233.0
g51073,88.0,78.0
g51075,19.0,12.0
g51077,114.0,135.0
g51079,176.0,86.0
g51081,7.0,64.0
g51083,93.0,82.0
g51085,15.0,31.0
g51087,98.0,103.0
g51089,168.0,147.0
g51091,250.0,102.0
g51093,76.0,59.0
g51095,126.0,112.0
g51097,225.0,92.0
g51099,41.0,17.0
g51101,20.0,45.0
g51103,16.0,20.0
g51105,134.0,173.0
g51107,29.0,1.0
g51109,116.0,75.0
g51111,48.0,284.0
g51113,244.0,281.0
g51115,231.0,201.0
g51117,25.0,77.0
g51119,101.0,208.0
g51121,62.0,47.0
g51125,144.0,151.0
g51127,35.0,27.0
g51131,18.0,56.0
g51133,87.0,88.0
g51135,22.0,116.0
g51137,192.0,186.0
g51139,209.0,235.0
g51141,72.0,89.0
g51143,232.0,179.0
g51145,52.0,8.0
g51147,82.0,176.0
g51149,90.0,14.0
g51153,233.0,23.0
g51155,256.0,275.0
g51157,83.0,81.0
g51159,17.0,128.0
g51161,61.0,111.0
g51163,196.0,248.0
g51165,143.0,117.0
g51167,259.0,243.0
g51169,124.0,188.0
g51171,252.0,217.0
g51173,154.0,122.0
g51175,110.0,197.0
g51177,102.0,42.0
g51179,44.0,11.0
g51181,255.0,104.0
g51183,10.0,136.0
g51185,248.0,277.0
g51187,97.0,80.0
g51191,109.0,157.0
g51193,78.0,162.0
g51195,235.0,178.0
g51197,271.0,257.0
g51199,28.0,29.0
g51510,115.0,44.0
g51515,85.0,16.0
g51520,189.0,33.0
g51530,234.0,76.0
g51540,167.0,211.0
g51550,50.0,46.0
g51570,241.0,99.0
g51580,282.0,202.0
g51590,57.0,22.0
g51595,2.0,4.0
g51600,149.0,24.0
g51610,8.0,7.0
g51620,55.0,10.0
g51630,171.0,268.0
g51640,3.0,2.0
g51650,158.0,177.0
g51660,129.0,143.0
g51670,77.0,51.0
g51678,40.0,72.0
g51680,270.0,97.0
g51683,21.0,113.0
g51685,4.0,266.0
g51690,36.0,5.0
g51700,223.0,272.0
g51710,251.0,195.0
g51720,160.0,69.0
g51730,5.0,13.0
g51735,12.0,18.0
g51740,227.0,120.0
g51750,206.0,190.0
g51760,121.0,87.0
g51770,130.0,61.0
g51775,148.0,222.0
g51790,280.0,49.0
g51800,94.0,83.0
g51810,70.0,58.0
g51820,260.0,100.0
g51830,147.0,212.0
g51840,69.0,108.0
g53001,7.0,33.0
g53003,21.0,40.0
g53005,81.0,36.0
g53007,98.0,83.0
g53009,42.0,35.0
g53011,35.0,27.0
g53013,59.0,25.0
g53015,34.0,102.0
g53017,94.0,105.0
g53019,90.0,62.0
g53021,22.0,56.0
g53023,97.0,57.0
g53025,32.0,85.0
g53027,40.0,59.0
g53029,31.0,60.0
g53031,113.0,77.0
g53033,1.0,2.0
g53035,27.0,18.0
g53037,100.0,72.0
g53039,86.0,116.0
g53041,65.0,100.0
g53043,89.0,114.0
g53045,118.0,111.0
g53047,18.0,21.0
g53049,73.0,17.0
g53051,37.0,96.0
g53053,45.0,39.0
g53055,77.0,98.0
g53057,117.0,93.0
g53059,43.0,13.0
g53061,17.0,5.0
g53063,119.0,73.0
g53065,108.0,101.0
g53067,70.0,42.0
g53069,116.0,115.0
g53071,50.0,81.0
g53073,96.0,54.0
g53075,71.0,24.0
g53077,4.0,16.0
g54001,212.0,182.0
g54003,112.0,96.0
g54005,224.0,166.0
g54007,180.0,240.0
g54009,266.0,114.0
g54011,195.0,158.0
g54013,150.0,205.0
g54015,132.0,269.0
g54017,84.0,228.0
g54019,105.0,125.0
g54021,14.0,199.0
g54023,269.0,249.0
g54025,146.0,101.0
g54027,274.0,204.0
g54029,249.0,138.0
g54031,80.0,198.0
g54033,217.0,189.0
g54035,222.0,225.0
g54037,106.0,68.0
g54039,135.0,231.0
g54041,193.0,154.0
g54043,136.0,180.0
g54045,198.0,200.0
g54047,23.0,53.0
g54049,220.0,229.0
g54051,177.0,238.0
g54053,221.0,214.0
g54055,236.0,118.0
g54057,277.0,159.0
g54059,247.0,271.0
g54061,86.0,55.0
g54063,170.0,250.0
g54065,230.0,215.0
g54067,226.0,262.0
g54069,273.0,65.0
g54071,99.0,224.0
g54073,133.0,237.0
g54075,30.0,130.0
g54077,264.0,123.0
g54079,60.0,62.0
g54081,258.0,273.0
g54083,137.0,218.0
g54085,139.0,152.0
g54087,118.0,106.0
g54089,91.0,50.0
g54091,190.0,261.0
g54093,173.0,260.0
g54095,89.0,119.0
g54097,261.0,256.0
g54099,213.0,236.0
g54101,81.0,107.0
g54103,219.0,181.0
g54105,210.0,70.0
g54107,145.0,251.0
g54109,254.0,232.0
g55001,469.0,353.0
g55003,74.0,164.0
g55005,345.0,436.0
g55007,221.0,249.0
g55009,351.0,180.0
g55011,367.0,217.0
g55013,148.0,85.0
g55015,48.0,23.0
g55017,134.0,163.0
g55019,260.0,415.0
g55021,132.0,123.0
g55023,480.0,467.0
g55025,93.0,50.0
g55027,81.0,87.0
g55029,335.0,200.0
g55031,404.0,512.0
g55033,94.0,126.0
g55035,184.0,215.0
g55037,255.0,150.0
g55039,409.0,342.0
g55041,38.0,44.0
g55043,177.0,197.0
g55045,252.0,187.0
g55047,305.0,406.0
g55049,114.0,103.0
g55051,58.0,40.0
g55053,505.0,479.0
g55055,200.0,159.0
g55057,274.0,378.0
g55059,463.0,208.0
g55061,136.0,84.0
g55063,249.0,259.0
g55065,334.0,147.0
g55067,287.0,358.0
g55069,350.0,411.0
g55071,426.0,351.0
g55073,182.0,92.0
g55075,375.0,390.0
g55077,479.0,385.0
g55078,1.0,1.0
g55079,7.0,142.0
g55081,311.0,273.0
g55083,191.0,143.0
g55085,470.0,364.0
g55087,110.0,62.0
g55089,35.0,22.0
g55091,509.0,425.0
g55093,39.0,57.0
g55095,278.0,274.0
g55097,157.0,140.0
g55099,415.0,470.0
g55101,421.0,301.0
g55103,457.0,510.0
g55105,432.0,422.0
g55107,236.0,384.0
g55109,31.0,26.0
g55111,337.0,313.0
g55113,14.0,42.0
g55115,224.0,326.0
g55117,341.0,232.0
g55119,401.0,181.0
g55121,502.0,288.0
g55123,418.0,443.0
g55125,73.0,56.0
g55127,439.0,322.0
g55129,189.0,156.0
g55131,59.0,41.0
g55133,41.0,28.0
g55135,481.0,491.0
g55137,472.0,492.0
g55139,205.0,210.0
g55141,521.0,511.0
g56001,76.0,58.0
g56003,290.0,227.0
g56005,9.0,8.0
g56007,172.0,110.0
g56009,103.0,85.0
g56011,157.0,95.0
g56013,249.0,225.0
g56015,253.0,240.0
g56017,142.0,154.0
g56019,153.0,112.0
g56021,284.0,162.0
g56023,125.0,76.0
g56025,110.0,107.0
g56027,92.0,213.0
g56029,291.0,214.0
g56031,107.0,207.0
g56033,265.0,194.0
g56035,10.0,5.0
g56037,40.0,23.0
g56039,81.0,47.0
g56041,97.0,78.0
g56043,288.0,264.0
g56045,117.0,97.0
